id	filename	md5	size	state
8c6f6680-780f-4d40-9056-1a28f2d26d2a	1464b756-be16-4e28-a7c9-29d5bc6172e9_gdc_realn.bam	09b6035ecae699b189aa19a08036c994	45869615210	released
438208b8-38c6-4ef2-b2d3-f77098109a4f	499db071-21c6-4e62-afb1-ab7b3b3f3d31_wxs_gdc_realn.bam	007ea0fb7432fe89601d0134f9b295d9	59155317587	released
51b0205f-d289-4913-981d-e9cb6cc31cb6	56a6a879-3a4e-4e3b-a002-98c8be88c245_gdc_realn.bam	c910fa9f3e6d760c4f2814c5b3fbc526	32671779408	released
39ce1d72-d7ba-4a33-8083-91f449344ff9	d7158a62-4b6b-4102-8459-56e0755e2751_wxs_gdc_realn.bam	e01f681e3a905710bb6d974be29abe6f	59404569432	released
6cdc37c9-2e78-4d61-b4eb-9abdf5776b9f	babcb183-1b5a-4b68-b09f-636e02e71030_wxs_gdc_realn.bam	40f6c9682bd1a8eff1849753e9dc9f60	42017521402	released
5d1ccd8c-840d-4ed0-a421-26c51ef2d5f3	9da9d6ff-b3d1-4979-b01a-2e7dd1bcd56c_wxs_gdc_realn.bam	e01b062b40a3254cdd8ec1ac6eb0d4ed	28850499468	released
1958160c-c671-4316-94d3-40c01456b2cc	d199a60b-540c-4728-969b-c420123d9b5a_wxs_gdc_realn.bam	c01fa2383419a07dfe4a873f8b5a7942	30310903890	released
a9ca8a70-ba12-471d-847c-aaabd73f64ea	9571ffd8-b1a8-4dc1-b1c8-e1fbe142cd15_wxs_gdc_realn.bam	e71a098b37ee36f5ed718171fada93b7	43625085913	released
52aa202f-2d6e-4b6d-bbae-49bdda1d0f3c	84ccff59-af29-4cbf-8068-185a2e2b4c1f_gdc_realn.bam	dd2ce9a3fd7157d1e95c88a36055de20	35177354356	released
a177df73-ff56-40e8-b1fa-680c3f6a94c7	0701a048-fa71-42c0-853d-329a0d5aa4f1_wxs_gdc_realn.bam	de9f9e84cb85a0eb32a05baaf408a3ac	66698292996	released
532f1bc2-2f90-4838-a000-aa75969e323c	51b9c76b-1f15-4493-9047-0d661fe133b6_gdc_realn.bam	099a35bda961bcd2947e0c8ebbe02e26	31067852101	released
a303ecdb-a13a-4903-a1de-929f509971bc	675b1ebb-93a6-4a42-ba1f-aae866df5e02_wxs_gdc_realn.bam	913bd1675792b2047bacb194c7e6ad5c	44243834783	released
497a5093-f4f0-4fbd-b869-77bec7018f5b	73d8e268-db73-4fa5-b943-4e99a762e81a_gdc_realn.bam	642f8808b27adf38d0387d8876db381b	42170411863	released
4575fae3-b4ec-48c7-bfa4-db21f199403d	98006060-84ac-4906-b27b-6f95c0806ab4_gdc_realn.bam	2a4dfc0dff76cb0776f412b67110b2d3	35804199649	released
6cb9dfeb-2e8a-4548-99d2-912e6bfb55bd	59865d46-a742-4ac0-88a1-2973bccead8e_wxs_gdc_realn.bam	8e2176321a08bd8868d93d935673d70c	26370101952	released
9d5950fd-fe30-4c96-bbc9-e0bd350a3698	8905f8f8-c66d-4893-ad4f-a158b3023f20_wxs_gdc_realn.bam	fd16b8d99a6ee0cf6bbca673e26aeee5	28971883153	released
ea5a9dbb-2d2e-42ed-9b19-c89445a3f21f	4c871aba-34a3-4b82-b9b7-7c7222835d7e_wxs_gdc_realn.bam	70b0174a1e274031835dc04736e45889	74295194610	released
870183f8-ca45-4eac-949b-eecbdf753098	51283b99-0eb7-47d9-9d41-fa7f4cb436e3_gdc_realn.bam	28a7d87a972e65d2ea662bbd712bce50	42058408107	released
08e74cee-0100-4130-8225-fd2b77b0e592	c873d23c-79cd-44f8-bfe1-1991e24a6f7d_gdc_realn.bam	7f66a1f37f818061e7ebe553c6051e79	43524921618	released
1e1b67d0-8998-4ee0-b971-15562e7d369e	d9ec0e40-42e1-48d3-a525-cf03f9c4aab8_wxs_gdc_realn.bam	74bec64e6decefbf1e60ea69203962b8	25779851202	released
60040b86-fbf5-417b-94c0-c28fa846ad71	e037f72e-e7a4-424c-b007-234c10e41d24_wxs_gdc_realn.bam	116eeaa4f852a16c4af336014a1cf419	54790485900	released
977a6e57-0ca0-406d-b961-25bc29db9892	e7c86c73-63a8-4e75-b394-56dc2c0179ba_gdc_realn.bam	b1c40b426da9e0f6e6da7301d1b7c29a	53045937423	released
e45855f7-c5ef-4799-85f3-a6335244e71c	02445bc7-10d8-415e-9f77-d527639fc06c_wxs_gdc_realn.bam	54bac20517a5bcf7b0fd01d61a827b75	30106344707	released
45d3fb68-6f0b-4aca-97cc-dbe03f9e358c	c9763f30-8938-4c73-92a6-5e77b6085e89_wxs_gdc_realn.bam	63974b94802db980061422e7901c4e4a	94693187035	released
1c240bd3-cd33-44a0-a46b-ac813412bb81	c3fde858-d1da-49bc-b32c-c10227fa28fb_gdc_realn.bam	c7b1239e3a7bd05dd63757467ffaaf00	30021939338	released
33f45a60-1b4d-4826-9e53-68f39203b9aa	a1652ca5-7ad7-429a-ad21-e87be1f47801_wxs_gdc_realn.bam	09e01857d1742a815acf5695528453d8	66556653213	released
98e189cf-1d64-47af-a377-bf3dbfb7779f	db516445-d4aa-4224-b80d-45896c0821ae_gdc_realn.bam	d8dc891218a56bd28085d86cae6dc958	33650890376	released
86533b96-e67b-4406-a7ff-10cc4ae81b6a	20dda897-e9c3-4180-bfae-686cff203424_gdc_realn.bam	0a5caf7392401abf7b931408e7262c6f	30787897783	released
170c8f25-85fe-4a66-8d41-cb9926cbc679	5647908e-8c82-4887-94db-e88fc075275d_wxs_gdc_realn.bam	6e2264fff1e9606bc423957272e66f83	48904670313	released
909b9c34-5d4a-40c6-b656-d8ba799edfd3	946e20ea-7481-4aac-82f9-f4543083c284_wxs_gdc_realn.bam	7a6f46acba61382dde49eb369fb0f324	51528018532	released
1b3536a2-9329-4dd7-a180-fdeb3e6c96e8	e1743cdd-69f2-4643-810d-4f1c677560ac_gdc_realn.bam	1e9daff48ca7dfe3b820229f6b14b650	45947584973	released
a12a0e97-4198-4de8-a22f-975bd2ded771	2fe897e3-129e-4d02-a5b7-a4f3e64192e7_gdc_realn.bam	c15fc20cef0db502ba6c8e96dfbd2edb	42564104477	released
c918ad1a-40ca-43d2-b62d-ee06f9fdd26b	c8fdda8f-39ff-4740-b59c-7e680c4cb6a6_wxs_gdc_realn.bam	4b6b835f1b19497c874108cf1f10db42	73216789844	released
8aa9bbda-91e8-44b1-aa01-0fd1c7cbef5f	a5b555c2-cf25-4110-829e-6d4d6ba23e1e_gdc_realn.bam	89172bc01d20e9f3026b6664b76bc132	58982752050	released
83a5b91e-7e86-49c9-aa73-50784d8d6ed3	d6197e35-b862-4f90-8986-af1a6450b2f7_wxs_gdc_realn.bam	8c9a5a66438e7d1fc78be08ed40f75c3	37682193705	released
4f9fb2d6-54be-4eae-a522-6af470371606	07d0fbf7-5440-4262-965f-c1cc1a739ea4_gdc_realn.bam	3721460439deb1e0dab19f4a2a858e40	37894491789	released
